LIC_NAME,STR_NAME,lng,lat
NTUC FAIRPRICE CO-OPERATIVE LTD,PUNGGOL DRIVE,103.913196,1.402878
NTUC FAIRPRICE CO-OPERATIVE LTD,SOUTH WOODLANDS DRIVE,103.78662,1.435078
NTUC FAIRPRICE CO-OPERATIVE LTD,CANBERRA ROAD,103.819543,1.453845
NTUC FAIRPRICE CO-OPERATIVE LTD,SEMBAWANG WAY,103.818641,1.449566
NTUC FAIRPRICE CO-OPERATIVE LTD,HOLLAND DRIVE,103.792547,1.309182
SHENG SIONG SUPERMARKET PTE LTD,WOODLANDS ROAD,103.760042,1.380605
NTUC FAIRPRICE CO-OPERATIVE LTD,WOODLANDS AVENUE 1,103.790454,1.431064
NTUC FAIRPRICE CO-OPERATIVE LTD,PETIR ROAD,103.762741,1.37835
CUTECH GREEN VENTURES PTE. LTD.,WOODLANDS INDUSTRIAL PARK E1,103.795682,1.453344
NTUC FAIRPRICE CO-OPERATIVE LTD,NORTHPOINT DRIVE,103.836142,1.428
NTUC FAIRPRICE CO-OPERATIVE LTD,WOODLANDS DRIVE 71,103.800701,1.439916
NTUC FAIRPRICE CO-OPERATIVE LTD,GHIM MOH LINK,103.784598,1.308493
NTUC FAIRPRICE CO-OPERATIVE LTD,YISHUN RING ROAD,103.841236,1.417999
SHENG SIONG SUPERMARKET PTE LTD,WOODLANDS DRIVE 16,103.798508,1.431098
NTUC FAIRPRICE CO-OPERATIVE LTD,BISHAN STREET 13,103.849692,1.348888
NTUC FAIRPRICE CO-OPERATIVE LTD,BISHAN PLACE,103.848478,1.350239
NTUC FAIRPRICE CO-OPERATIVE LTD,HOUGANG AVENUE 10,103.893662,1.372312
NTUC FAIRPRICE CO-OPERATIVE LTD,HOUGANG AVENUE 4,103.885749,1.373618
NTUC FAIRPRICE CO-OPERATIVE LTD,HOUGANG STREET 21,103.884038,1.357576
NTUC FAIRPRICE CO-OPERATIVE LTD,HOUGANG STREET 91,103.87945,1.375667
NTUC FAIRPRICE CO-OPERATIVE LTD,PASIR RIS CENTRAL STREET 3,103.949716,1.37245
NTUC FAIRPRICE CO-OPERATIVE LTD,TAMPINES CENTRAL 5,103.944388,1.352672
NTUC FAIRPRICE CO-OPERATIVE LTD,BEDOK RESERVOIR ROAD,103.921775,1.337405
SONG FISH DEALER PTE LTD,CHAI CHEE ROAD,103.922103,1.323652
U STARS PTE. LTD.,YISHUN AVENUE 4,103.83983,1.415176
SHENG SIONG SUPERMARKET PTE LTD,TANGLIN HALT ROAD,103.798022,1.302038
L M MEAT PTE. LTD.,CHAI CHEE ROAD,103.922103,1.323652
SHENG SIONG SUPERMARKET PTE LTD,PASIR RIS STREET 21,103.964618,1.367001
OH BENG GUAN,BUKIT BATOK WEST AVENUE 5,103.751896,1.363938
IROHA INTERNATIONAL PTE. LTD.,NEW BRIDGE ROAD,103.844697,1.284999
COLD STORAGE SINGAPORE (1983) PTE LTD,ANG MO KIO STREET 31,103.847677,1.364625
COLD STORAGE SINGAPORE (1983) PTE LTD,SELETAR ROAD,103.869136,1.387395
COLD STORAGE SINGAPORE (1983) PTE LTD,EAST COAST ROAD,103.905015,1.305235
CULINA PTE LTD,DEMPSEY ROAD,103.809526,1.304175
COLD STORAGE SINGAPORE (1983) PTE LTD,LORONG 4 TOA PAYOH,103.850978,1.333622
COLD STORAGE SINGAPORE (1983) PTE LTD,REDHILL CLOSE,103.818674,1.28692
SHENG SIONG SUPERMARKET PTE LTD,NEW UPPER CHANGI ROAD,103.931069,1.324636
PRIME SUPERMARKET LIMITED,WOODLANDS AVENUE 6,103.801293,1.439984
NG TOH TET,JURONG WEST AVENUE 1,103.719496,1.351518
HAO MART PTE. LTD.,POTONG PASIR AVENUE 1,103.863388,1.335454
CHUA & NG PTE. LTD.,BEDOK RESERVOIR ROAD,103.914145,1.332051
LOCH GROCER PTE. LTD.,JURONG WEST AVENUE 1,103.717705,1.349955
TANESEI TRADING PTE. LTD.,VISTA EXCHANGE GREEN,103.788215,1.306849
ARCHANA SUPERMARKET PTE. LTD.,JALAN PAPAN,103.726723,1.320484
COLD STORAGE SINGAPORE (1983) PTE LTD,ADMIRALTY DRIVE,103.814111,1.450009
COLD STORAGE SINGAPORE (1983) PTE LTD,UPPER BUKIT TIMAH ROAD,103.776251,1.342393
COLD STORAGE SINGAPORE (1983) PTE LTD,DUNEARN ROAD,103.783709,1.336676
ISETAN (SINGAPORE) LIMITED?,GATEWAY DRIVE,103.742586,1.334025
COLD STORAGE SINGAPORE (1983) PTE LTD,JURONG WEST STREET 61,103.69702,1.341591
PRIME SUPERMARKET LIMITED,JURONG WEST STREET 75,103.698292,1.348726
SHENG SIONG SUPERMARKET PTE LTD,BUKIT BATOK WEST AVENUE 8,103.743698,1.347372
COLD STORAGE SINGAPORE (1983) PTE LTD,BUKIT BATOK CENTRAL LINK,103.749022,1.350189
TANESEI RETAILING PTE. LTD.,TAMPINES CENTRAL 5,103.943785,1.352361
LITTLE FARMS PTE. LTD.,WALLICH STREET,103.845155,1.276725
MAHOTA FOOD PTE. LTD.,TAMPINES CENTRAL 5,103.943785,1.352361
SONG FISH DEALER PTE LTD,TAMPINES CENTRAL 5,103.943785,1.352361
SHENG SIONG SUPERMARKET PTE LTD,GHIM MOH LINK,103.786049,1.308119
SHENG SIONG SUPERMARKET PTE LTD,ANG MO KIO DRIVE,103.856412,1.377892
ISYMI PTE LTD,JALAN PELIKAT,103.887857,1.355309
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,TANJONG KATONG ROAD,103.894481,1.314692
TOH GUAN MINI MART PTE LTD,TOH GUAN ROAD EAST,103.753536,1.338327
KADER HASNA MARICAN,KIAN TECK LANE,103.695248,1.333146
TANG KER AN. TIMOTHY,BEDOK SOUTH ROAD,103.934734,1.320625
COLD STORAGE SINGAPORE (1983) PTE LTD,BANGKIT ROAD,103.772937,1.379048
MM SUNDRY SHOP PTE.LTD.,WOODLANDS SECTOR 1,103.804477,1.454647
AL MARCHE PTE LTD,MARINA BOULEVARD,103.852659,1.280769
COLD STORAGE SINGAPORE (1983) PTE LTD,FIFTH AVENUE,103.795692,1.330817
COLD STORAGE SINGAPORE (1983) PTE LTD,HOLLAND AVENUE,103.79535,1.310255
THE ALASKA GUYS PTE. LTD.,TELOK KURAU ROAD,103.911186,1.312122
COLD STORAGE SINGAPORE (1983) PTE LTD,WOODLANDS AVENUE 7,103.800978,1.440538
SONG FISH DEALER PTE LTD,YISHUN AVENUE 2,103.835776,1.429698
SHENG SIONG SUPERMARKET PTE LTD,SEGAR ROAD,103.769575,1.38824
SHENG SIONG SUPERMARKET PTE LTD,FERNVALE STREET,103.881699,1.397799
COLD STORAGE SINGAPORE (1983) PTE LTD,PUNGGOL CENTRAL,103.910537,1.400531
COLD STORAGE SINGAPORE (1983) PTE LTD,JALAN MEMBINA,103.825596,1.282634
COLD STORAGE SINGAPORE (1983) PTE LTD,HILLVIEW RISE,103.764173,1.362675
COLD STORAGE SINGAPORE (1983) PTE LTD,GEYLANG ROAD,103.894289,1.316545
TANESEI RETAILING PTE. LTD.,EAST COAST ROAD,103.905015,1.305235
SHENG SIONG SUPERMARKET PTE LTD,FAJAR ROAD,103.77103,1.384006
COLD STORAGE SINGAPORE (1983) PTE LTD,CHOA CHU KANG AVENUE 3,103.738932,1.378056
U STARS PTE. LTD.,CHOA CHU KANG AVENUE 7,103.74616,1.374058
FORTUNE SUPERMARKET PTE. LTD.,WOODLANDS CRESCENT,103.801057,1.448342
HAO MART PTE. LTD.,CANBERRA LINK,103.822535,1.450262
U STARS SUPERMARKET PTE. LTD.,SUMANG WALK,103.895387,1.403227
SHENG SIONG SUPERMARKET PTE LTD,PUNGGOL CENTRAL,103.906138,1.403719
ANG MO SUPERMARKET PTE LTD,PUNGGOL DRIVE,103.916055,1.399461
COLD STORAGE SINGAPORE (1983) PTE LTD,EDGEFIELD PLAINS,103.911991,1.40566
SHENG SIONG SUPERMARKET PTE LTD,JALAN BERSEH,103.857011,1.307785
SWISS BUTCHERY PTE LTD,TANGLIN ROAD,103.822963,1.305612
COLD STORAGE SINGAPORE (1983) PTE LTD,BUKIT TIMAH ROAD,103.814246,1.322573
CP MANAGEMENT SERVICES PRIVATE LIMITED,TANAH MERAH COAST ROAD,104.003578,1.326744
VINAYAK TRADERS PTE. LTD.,PENJURU WALK,103.732882,1.319238
TASTE (SINGAPORE) PRIVATE LIMITED,HOLLAND AVENUE,103.796105,1.31053
SHENG SIONG SUPERMARKET PTE LTD,YISHUN AVENUE 9,103.841601,1.433032
PRIME SUPERMARKET (1996) PTE LTD,CHOA CHU KANG AVENUE 1,103.744383,1.37744
CAVEMEN PTE. LTD.,JALAN DUSUN,103.843674,1.326965
COLD STORAGE SINGAPORE (1983) PTE LTD,ORCHARD ROAD,103.828164,1.307669
COLD STORAGE SINGAPORE (1983) PTE LTD,ORCHARD ROAD,103.839759,1.301978
PRIME SUPERMARKET (1996) PTE LTD,NANYANG AVENUE,103.678818,1.346765
COLD STORAGE SINGAPORE (1983) PTE LTD,FIRST STREET,103.923658,1.312753
MOHAMAD DAMAR HULAN BIN OSMAN,CHANGI ROAD,103.903965,1.31715
THE FOODSPREE PTE LTD,JOO CHIAT ROAD,103.899711,1.312904
HAO MART PTE. LTD.,SIGLAP ROAD,103.92377,1.307061
COLD STORAGE SINGAPORE (1983) PTE LTD,BEDOK ROAD,103.948257,1.331427
SHENG SIONG SUPERMARKET PTE LTD,BEDOK RESERVOIR ROAD,103.923304,1.338242
COLD STORAGE SINGAPORE (1983) PTE LTD,PASIR RIS DRIVE 4,103.958648,1.368998
SHENG SIONG SUPERMARKET PTE LTD,PASIR RIS STREET 51,103.947922,1.369686
COLD STORAGE SINGAPORE (1983) PTE LTD,BUANGKOK CRESCENT,103.879309,1.38085
L M MEAT PTE. LTD.,SINARAN DRIVE,103.843892,1.32043
FISHOP PTE. LTD.,ALEXANDRA ROAD,103.80501,1.288615
HONG HENG SENG,BANDA STREET,103.843437,1.281197
COLD STORAGE SINGAPORE (1983) PTE LTD,JURONG EAST STREET 21,103.746638,1.335024
U STARS SUPERMARKET PTE. LTD.,CLEMENTI AVENUE 5,103.769077,1.317703
KEK HONG HENG,PENJURU WALK,103.731949,1.31801
LIM KING CHEW,HOUGANG AVENUE 3,103.893981,1.362714
COLD STORAGE SINGAPORE (1983) PTE LTD,MARINE PARADE ROAD,103.905114,1.301191
PRIME SUPERMARKET (1996) PTE LTD,BEDOK SOUTH ROAD,103.934734,1.320625
SHENG SIONG SUPERMARKET PTE LTD,TECK WHYE LANE,103.754071,1.378298
COLD STORAGE SINGAPORE (1983) PTE LTD,ALJUNIED AVENUE 2,103.887363,1.32
SHENG SIONG SUPERMARKET PTE LTD,LORONG 7 TOA PAYOH,103.855541,1.339045
MCP FAIRMART PTE LTD,BEDOK NORTH STREET 4,103.938051,1.332335
ONE EIGHT SHOP PTE. LTD.,JURONG EAST STREET 13,103.737623,1.336585
COLD STORAGE SINGAPORE (1983) PTE LTD,BUKIT BATOK STREET 31,103.74958,1.358317
COLD STORAGE SINGAPORE (1983) PTE LTD,BEDOK NORTH STREET 3,103.931091,1.333066
HAO MART PTE. LTD.,TAMPINES STREET 45,103.958248,1.359986
COLD STORAGE SINGAPORE (1983) PTE LTD,YISHUN AVENUE 5,103.828763,1.430618
COLD STORAGE SINGAPORE (1983) PTE LTD,TELOK BLANGAH CRESCENT,103.819341,1.277795
COLD STORAGE SINGAPORE (1983) PTE LTD,GHIM MOH ROAD,103.788533,1.310081
PRIME SUPERMARKET LIMITED,BUKIT BATOK STREET 11,103.742709,1.348575
SHENG SIONG SUPERMARKET PTE LTD,YISHUN STREET 81,103.835001,1.416019
COLD STORAGE SINGAPORE (1983) PTE LTD,UBI AVENUE 1,103.90193,1.329872
ANG MO SUPERMARKET PTE LTD,HOUGANG AVENUE 8,103.879939,1.371703
EN FROZEN PTE LTD,GEYLANG SERAI,103.897977,1.316725
LAURELS FOODS SUPPLIERS PTE LTD,PANDAN VALLEY,103.778972,1.320442
SHENG SIONG SUPERMARKET PTE LTD,YISHUN CENTRAL 1,103.837125,1.427505
SHENG SIONG SUPERMARKET PTE LTD,WOODLANDS STREET 31,103.773516,1.431505
TEO BOBBY,SERANGOON CENTRAL DRIVE,103.870757,1.353671
SHAHUL HAMEED S/O ABDUSALAM,TAMPINES STREET 22,103.951703,1.347535
COLD STORAGE SINGAPORE (1983) PTE LTD,BUKIT BATOK EAST AVENUE 3,103.757277,1.346699
COLD STORAGE SINGAPORE (1983) PTE LTD,SERANGOON CENTRAL DRIVE,103.871473,1.353232
COLD STORAGE SINGAPORE (1983) PTE LTD,MARINE TERRACE,103.915376,1.305606
SHENG SIONG SUPERMARKET PTE LTD,CIRCUIT ROAD,103.888248,1.329181
COLD STORAGE SINGAPORE (1983) PTE LTD,YISHUN STREET 22,103.837605,1.436114
PRIME SUPERMARKET (1996) PTE LTD,TECK WHYE LANE,103.751954,1.38079
TAN CHUAN BOON,HOUGANG AVENUE 5,103.895145,1.366209
SHENG SIONG SUPERMARKET PTE LTD,MCNAIR ROAD,103.859383,1.321619
PRIME SUPERMARKET LIMITED,JURONG WEST STREET 91,103.691483,1.342018
MCP FAIRMART PTE LTD,JURONG GATEWAY ROAD,103.739371,1.333753
SHENG SIONG SUPERMARKET PTE LTD,BEDOK NORTH ROAD,103.936865,1.331434
HAO MART PTE. LTD.,WHAMPOA DRIVE,103.857753,1.324716
COLD STORAGE SINGAPORE (1983) PTE LTD,COVE AVENUE,103.839555,1.24715
COLD STORAGE SINGAPORE (1983) PTE LTD,MARITIME SQUARE,103.818626,1.262063
L M MEAT PTE. LTD.,WEST COAST ROAD,103.765285,1.303583
U STARS PTE. LTD.,KEAT HONG LINK,103.7497,1.377544
GURU'S MARKETING PTE. LTD.,PENJURU WALK,103.732882,1.319238
ISETAN (SINGAPORE) LIMITED?,ORCHARD ROAD,103.831507,1.30581
SHENG SIONG SUPERMARKET PTE LTD,CLEMENTI AVENUE 1,103.768637,1.309733
COLD STORAGE SINGAPORE (1983) PTE LTD,CLEMENTI ROAD,103.769369,1.301761
SHENG SIONG SUPERMARKET PTE LTD,DAWSON ROAD,103.809759,1.29532
COLD STORAGE SINGAPORE (1983) PTE LTD,NORTH BRIDGE ROAD,103.85312,1.293894
COLD STORAGE SINGAPORE (1983) PTE LTD,ORCHARD ROAD,103.834676,1.302424
COLD STORAGE SINGAPORE (1983) PTE LTD,KIM KEAT AVENUE,103.857378,1.332113
NTUC FAIRPRICE CO-OPERATIVE LTD,STIRLING ROAD,103.803108,1.290909
NTUC FAIRPRICE CO-OPERATIVE LTD,NEW BRIDGE ROAD,103.844697,1.284999
COLD STORAGE SINGAPORE (1983) PTE LTD,THOMSON ROAD,103.843463,1.317335
COLD STORAGE SINGAPORE (1983) PTE LTD,HOUGANG STREET 51,103.887832,1.379245
TEO BOBBY,CHAI CHEE AVENUE,103.92437,1.32476
LOH NYEN YIU,BEACH ROAD,103.865164,1.302751
ARCHANA PROVISION STORES PTE. LTD,PENJURU WALK,103.732882,1.319238
KINGSMART PTE. LTD.,PENJURU PLACE,103.732527,1.31621
AP HOUSE PTE. LTD.,MARINA VIEW,103.850795,1.278307
HAO MART PTE. LTD.,BAYSHORE ROAD,103.936895,1.311795
COLD STORAGE SINGAPORE (1983) PTE LTD,EASTWOOD ROAD,103.955419,1.321448
U STARS SUPERMARKET PTE. LTD.,ANCHORVALE STREET,103.889247,1.39685
U STARS SUPERMARKET PTE. LTD.,COMPASSVALE DRIVE,103.892787,1.38977
PRIME SUPERMARKET (1996) PTE LTD,SERANGOON NORTH AVENUE 3,103.871417,1.373684
SHENG SIONG SUPERMARKET PTE LTD,UPPER THOMSON ROAD,103.836054,1.351845
PHAN NEE INVESTMENTS (S) PTE LTD,YISHUN AVENUE 7,103.837963,1.445183
COLD STORAGE SINGAPORE (1983) PTE LTD,YISHUN AVENUE 2,103.83298,1.417383
GW TRADER PTE. LTD.,SELETAR NORTH LINK,103.896448,1.418331
PHANG NEE ENTERPRISE PTE. LTD.,JALAN PAPAN,103.729751,1.320788
SHENG SIONG SUPERMARKET PTE LTD,SUMANG LINK,103.900372,1.410819
FOUR SEASONS ORGANIC MARKET PTE. LTD.,MARINE PARADE ROAD,103.905114,1.301191
THE BUTCHER (SINGAPORE) PTE. LTD.,MARINE PARADE ROAD,103.905114,1.301191
SHENG SIONG SUPERMARKET PTE LTD,CLEMENTI AVENUE 2,103.771351,1.314279
SHENG SIONG SUPERMARKET PTE LTD,JURONG WEST STREET 42,103.71576,1.352394
THNG SAIK MONG,CLEMENTI STREET 11,103.770266,1.322124
HAO MART PTE. LTD.,BISHAN STREET 23,103.848208,1.358035
COLD STORAGE SINGAPORE (1983) PTE LTD,TAMPINES STREET 32,103.960042,1.354365
SHENG SIONG SUPERMARKET PTE LTD,WOODLANDS INDUSTRIAL PARK E7,103.796847,1.45075
MAHOTA FOOD PTE. LTD.,FRENCH ROAD,103.862006,1.308327
GURU'S MARKETING PTE. LTD.,JALAN PAPAN,103.726723,1.320484
VINAYAK TRADERS PTE. LTD.,JALAN PAPAN,103.726723,1.320484
COLD STORAGE SINGAPORE (1983) PTE LTD,WOODLANDS AVENUE 6,103.798141,1.445623
CHENNAI TRADING & SUPERMART PTE. LTD.,JALAN PAPAN,103.726723,1.320484
AJMAL TRADE MART PTE. LTD.,MANDAI ESTATE,103.760562,1.406312
L M MEAT PTE. LTD.,CHANGI BUSINESS PARK CENTRAL 1,103.962389,1.334325
SHENG SIONG SUPERMARKET PTE LTD,PENJURU WALK,103.732882,1.319238
SUN TRG & CON PTE LTD,WOODLANDS INDUSTRIAL PARK E5,103.791095,1.451325
SHENG SIONG SUPERMARKET PTE LTD,CHIN SWEE ROAD,103.84158,1.287083
COLD STORAGE SINGAPORE (1983) PTE LTD,SENGKANG SQUARE,103.89498,1.392094
COLD STORAGE SINGAPORE (1983) PTE LTD,SEMBAWANG ROAD,103.824495,1.441767
SONG FISH DEALER PTE LTD,NEW BRIDGE ROAD,103.844697,1.284999
SONG FISH DEALER PTE LTD,JURONG WEST CENTRAL 2,103.706461,1.33983
COLD STORAGE SINGAPORE (1983) PTE LTD,PASIR RIS STREET 21,103.964599,1.366454
NG CHAI SENG,BUKIT PURMEI ROAD,103.825311,1.273929
PRIME SUPERMARKET LIMITED,BUKIT BATOK STREET 31,103.750366,1.358946
ANG KEN CHUA,CHOA CHU KANG AVENUE 3,103.74152,1.380628
HAO MART PTE. LTD.,BEDOK NORTH STREET 3,103.924236,1.331773
COLD STORAGE SINGAPORE (1983) PTE LTD,TAMPINES NORTH DRIVE 2,103.932,1.372102
SARATHI STORES PTE LTD,UPPER PAYA LEBAR ROAD,103.887004,1.337485
SIVAMANI MINIMART PTE LTD,UPPER PAYA LEBAR ROAD,103.886109,1.338882
HAO MART PTE. LTD.,JALAN KURAS,103.829631,1.373079
ALTERNATIVE SELECTION PTE. LTD.,BINJAI PARK,103.786969,1.336615
TUAS SOUTH MINIMART PTE. LTD.,TUAS SOUTH STREET 15,103.636145,1.270677
NPS IMPEX PTE. LTD,TUAS VIEW SQUARE,103.627518,1.298951
COLD STORAGE SINGAPORE (1983) PTE LTD,JURONG WEST STREET 41,103.724599,1.350112
SHENG SIONG SUPERMARKET PTE LTD,JURONG WEST AVENUE 5,103.703416,1.348785
COLD STORAGE SINGAPORE (1983) PTE LTD,UPPER BUKIT TIMAH ROAD,103.767542,1.360124
GOWRI'S GLOBAL MARKETING PTE. LTD.,MANDAI ROAD,103.768396,1.410722
BALASUBRAMANIYAN KANNADASAN,KRANJI ROAD,103.754008,1.435945
AJMAL TRADE MART PTE. LTD.,KRANJI ROAD,103.759237,1.430694
DE ESPERTO MINIMART PTE. LTD.,WOODLANDS INDUSTRIAL PARK E7,103.797853,1.451221
PHAN NEE TRADING LLP,ADMIRALTY ROAD WEST,103.818111,1.461389
BANGLADESH SUPER MARKET PTE. LTD.,SEMBAWANG ROAD,103.832526,1.453437
LABIBA ENTERPRISE PTE. LTD.,JALAN KAYU,103.872852,1.396574
COLD STORAGE SINGAPORE (1983) PTE LTD,COMPASSVALE BOW,103.897031,1.381997
SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,TOH GUAN ROAD EAST,103.751807,1.336418
YS LOGISTICS (S) PTE. LTD.,JALAN TEPONG,103.722317,1.308593
MALAR MARKETING PTE. LTD.,TUAS SOUTH AVENUE 1,103.627437,1.313358
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,TECH PARK CRESCENT,103.63019,1.310694
GOWRI'S GLOBAL MARKETING PTE. LTD.,UPPER JURONG ROAD,103.67713,1.328886
KAVI TRADERS PTE. LTD.,TUAS SOUTH AVENUE 1,103.627917,1.313322
BISMILLAH MINIMART PTE. LTD.,MANDAI ESTATE,103.758095,1.407543
FORTUNE SUPERMARKET PTE. LTD.,SEMBAWANG DRIVE,103.81454,1.455512
COLD STORAGE SINGAPORE (1983) PTE LTD,SEMBAWANG DRIVE,103.817249,1.452736
PRIME SUPERMARKET LIMITED,PUNGGOL FIELD,103.908851,1.396526
U STARS SUPERMARKET PTE. LTD.,PUNGGOL WAY,103.896824,1.405414
COLD STORAGE SINGAPORE (1983) PTE LTD,FAJAR ROAD,103.770768,1.38358
HAO MART PTE. LTD.,PETIR ROAD,103.773924,1.37343
PRIME SUPERMARKET (1996) PTE LTD,YISHUN STREET 72,103.833259,1.425398
SHENG SIONG SUPERMARKET PTE LTD,TAMPINES CENTRAL 1,103.945912,1.355902
COLD STORAGE SINGAPORE (1983) PTE LTD,PASIR RIS STREET 71,103.937088,1.374549
COLD STORAGE SINGAPORE (1983) PTE LTD,YISHUN AVENUE 11,103.84725,1.424899
PRIME SUPERMARKET LIMITED,CHAI CHEE ROAD,103.92415,1.32329
SHENG SIONG SUPERMARKET PTE LTD,BEDOK NORTH STREET 3,103.925501,1.332402
HAO MART PTE. LTD.,BEDOK SOUTH AVENUE 3,103.943632,1.31935
PRIME SUPERMARKET (1996) PTE LTD,HOUGANG STREET 11,103.879315,1.352091
PRIME SUPERMARKET LIMITED,COMPASSVALE STREET,103.896042,1.394848
COLD STORAGE SINGAPORE (1983) PTE LTD,WOODLANDS STREET 82,103.790548,1.442753
COLD STORAGE SINGAPORE (1983) PTE LTD,ANG MO KIO AVENUE 4,103.839489,1.37424
COLD STORAGE SINGAPORE (1983) PTE LTD,JALAN LOKAM,103.882696,1.345608
D-RON INVESTMENTS PTE. LTD.,SELETAR NORTH LINK,103.896019,1.416908
AJMAL SUPER MART PTE. LTD.,TUAS SOUTH AVENUE 1,103.625765,1.313965
COLD STORAGE SINGAPORE (1983) PTE LTD,CLAYMORE DRIVE,103.829352,1.307562
SONG FISH DEALER PTE LTD,JURONG GATEWAY ROAD,103.74317,1.3332
COLD STORAGE SINGAPORE (1983) PTE LTD,DUNEARN ROAD,103.837815,1.316177
COLD STORAGE SINGAPORE (1983) PTE LTD,BAYFRONT AVENUE,103.858506,1.283559
NG LIAN TEE,GREENDALE AVENUE,103.807034,1.331665
TAN PAK NANG,UPPER ALJUNIED ROAD,103.878842,1.333123
HAO MART PTE. LTD.,LORONG 11 GEYLANG,103.877005,1.313469
PRB TRADING PTE. LTD.,GEYLANG ROAD,103.877389,1.312089
SHENG SIONG SUPERMARKET PTE LTD,GEYLANG ROAD,103.878642,1.312721
I-TEC SUPERMART PTE LTD,GEYLANG ROAD,103.885153,1.313289
YEO HOCK HENG,ALJUNIED ROAD,103.881878,1.313576
AZ SUPERMART PTE. LTD.,KAKI BUKIT AVENUE 3,103.909947,1.338097
FOODIE MARKET PLACE PTE. LTD.,TANJONG KATONG ROAD,103.89615,1.306086
ZAC MEAT & POULTRY PTE LTD,FIGARO STREET,103.925857,1.315749
